# non co2 emissions map
sector,subsector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,unit_conv
resid heating modern,biomass,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass,,Emissions|N2O|Energy|Demand|Residential,Emissions|N2O|Energy|Demand|Residential|Biomass,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid heating modern,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid heating TradBio,traditional biomass,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|N2O|Energy|Demand|Residential,Emissions|N2O|Energy|Demand|Residential|Biomass,Emissions|N2O|Energy|Demand|Residential|Biomass|Traditional,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid heating TradBio,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others coal,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others modern,biomass,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass,,Emissions|N2O|Energy|Demand|Residential,Emissions|N2O|Energy|Demand|Residential|Biomass,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others modern,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others TradBio,traditional biomass,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass,Emissions|N2O|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|N2O|Energy|Demand|Residential,Emissions|N2O|Energy|Demand|Residential|Biomass,Emissions|N2O|Energy|Demand|Residential|Biomass|Traditional,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|N2O|Energy and Industrial Processes,1.00E+03
resid others TradBio,,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Residential and Commercial,,,Emissions|N2O|Energy|Demand|Residential,,,Emissions|N2O|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_aviation_intl,International Aviation,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Bunkers,,,Emissions|N2O|Energy|Demand|Bunkers|International Aviation,,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_freight,Domestic Ship,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Domestic Shipping,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_freight,Freight Rail,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Rail,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_freight_road,Heavy truck,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Truck,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_freight_road,Light truck,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Truck,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_freight_road,Medium truck,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Truck,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass,Domestic Aviation,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Domestic Aviation,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass,Passenger Rail,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Rail,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass_road,Bus,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Bus,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass_road_LDV,2W and 3W,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass_road_LDV_4W,Car,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass_road_LDV_4W,Large Car and Truck,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_pass_road_LDV_4W,Mini Car,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Transportation,,,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|N2O|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
trn_shipping_intl,International Ship,N2O,Emissions|N2O,Emissions|N2O|Energy,Emissions|N2O|Energy|Demand,,Emissions|N2O|Energy|Demand|Bunkers,,,Emissions|N2O|Energy|Demand|Bunkers|International Shipping,,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
UnmanagedLand,ForestFire,N2O,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Land,,Emissions|N2O|AFOLU|Land|Fires,,,Emissions|N2O|AFOLU|Land|Fires|Forest Burning,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
UnmanagedLand,GrasslandFires,N2O,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Land,,Emissions|N2O|AFOLU|Land|Fires,,,Emissions|N2O|AFOLU|Land|Fires|Grassland Burning,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
UnmanagedLand,,N2O,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Land,,Emissions|N2O|AFOLU|Land|Other,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
urban processes,landfills,N2O,Emissions|N2O,Emissions|N2O|Waste,,,,,,,,,,,,,1.00E+03
urban processes,waste_incineration,N2O,Emissions|N2O,Emissions|N2O|Waste,,,,,,,,,,,,,1.00E+03
urban processes,wastewater,N2O,Emissions|N2O,Emissions|N2O|Waste,,,,,,,,,,,,,1.00E+03
urban processes,,N2O,Emissions|N2O,Emissions|N2O|Other,,,,,,,,,,,,,1.00E+03
waste biomass for paper,biomass,N2O,Emissions|N2O,Emissions|N2O|Industrial Processes,Emissions|N2O|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
waste biomass for paper,,N2O,Emissions|N2O,Emissions|N2O|Industrial Processes,Emissions|N2O|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|N2O|Energy and Industrial Processes,1.00E+03
Beef,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Livestock,,,Emissions|N2O|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
biomass,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Corn,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Dairy,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Livestock,,,Emissions|N2O|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
FiberCrop,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
FodderGrass,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Land,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
FodderHerb,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Land,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Fruits,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Legumes,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
MiscCrop,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
NutsSeeds,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OilCrop,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OilPalm,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OtherGrain,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
PalmFruit,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Pork,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Livestock,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Poultry,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Livestock,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Rice,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Rice,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
RootTuber,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
SheepGoat,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Livestock,,,Emissions|N2O|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Soybean,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
SugarCrop,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Vegetables,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Wheat,,N2O_AGR,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agriculture,,Emissions|N2O|AFOLU|Agriculture|Managed Soils,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Corn,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
FiberCrop,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Fruits,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Legumes,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
MiscCrop,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
NutsSeeds,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OilCrop,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OilPalm,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
OtherGrain,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
PalmFruit,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Rice,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
RootTuber,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Soybean,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
SugarCrop,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Vegetables,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
Wheat,,N2O_AWB,Emissions|N2O,Emissions|N2O|AFOLU,Emissions|N2O|AFOLU|Agricultural Waste Burning,,,,,,Emissions|N2O|AFOLU [NGHGI],,,,,,1.00E+03
agricultural energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|AFOFI,,,,,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|NH3|Energy and Industrial Processes,1
alumina,biomass,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,Emissions|NH3|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
alumina,,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,Emissions|NH3|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
ammonia,,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,Emissions|NH3|Industrial Processes|Chemicals,,Emissions|NH3|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
backup_electricity,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Supply,,Emissions|NH3|Energy|Supply|Electricity,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
chemical energy use,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,Emissions|NH3|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
chemical energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
comm cooling,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Residential and Commercial,,,Emissions|NH3|Energy|Demand|Commercial,,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|NH3|Energy and Industrial Processes,1
comm heating,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Residential and Commercial,Emissions|NH3|Energy|Demand|Residential and Commercial|Biomass,,Emissions|NH3|Energy|Demand|Commercial,Emissions|NH3|Energy|Demand|Commercial|Biomass,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|NH3|Energy and Industrial Processes,1
comm heating,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Residential and Commercial,,,Emissions|NH3|Energy|Demand|Commercial,,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|NH3|Energy and Industrial Processes,1
comm others,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Residential and Commercial,Emissions|NH3|Energy|Demand|Residential and Commercial|Biomass,,Emissions|NH3|Energy|Demand|Commercial,Emissions|NH3|Energy|Demand|Commercial|Biomass,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|NH3|Energy and Industrial Processes,1
comm others,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Residential and Commercial,,,Emissions|NH3|Energy|Demand|Commercial,,,Emissions|NH3|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|NH3|Energy and Industrial Processes,1
construction energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
district heat,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Supply,Emissions|NH3|Energy|Supply|Biomass,Emissions|NH3|Energy|Supply|Heat,Emissions|NH3|Energy|Supply|Heat|Biomass,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
district heat,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Supply,,Emissions|NH3|Energy|Supply|Heat,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
electricity,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Supply,Emissions|NH3|Energy|Supply|Biomass,Emissions|NH3|Energy|Supply|Electricity,Emissions|NH3|Energy|Supply|Electricity|Biomass,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
electricity,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Supply,,Emissions|NH3|Energy|Supply|Electricity,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
industrial energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
industrial processes,solvents,NH3,Emissions|NH3,Emissions|NH3|Product Use,Emissions|NH3|Product Use|Solvents,,,,,,,,,,,,1
industrial processes,,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,,,,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
iron and steel,,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,Emissions|NH3|Industrial Processes|Iron and Steel,,,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
mining energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
N fertilizer,,NH3,Emissions|NH3,Emissions|NH3|Industrial Processes,Emissions|NH3|Industrial Processes|Chemicals,,Emissions|NH3|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
other industrial energy use,biomass,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,Emissions|NH3|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
other industrial energy use,,NH3,Emissions|NH3,Emissions|NH3|Energy,Emissions|NH3|Energy|Demand,,Emissions|NH3|Energy|Demand|Industry,,,,,,,,,Emissions|NH3|Energy and Industrial Processes,1
